t,FP1-F7,F7-T7,T7-P7,P7-O1
2994.41796875,9.2,-10.4,-27.2,-8.0
2994.421875,16.2,-8.8,-24.4,-15.4
2994.42578125,21.7,-10.4,-26.4,-11.5
2994.4296875,23.2,-6.8,-25.2,-12.3
2994.43359375,27.5,-4.9,-24.4,-15.0
2994.4375,29.1,-4.1,-24.0,-12.7
2994.44140625,27.5,-0.2,-21.3,-12.7
2994.4453125,29.1,4.1,-17.0,-16.2
2994.44921875,35.0,3.7,-13.5,-17.4
2994.453125,37.7,4.9,-12.3,-18.2
2994.45703125,35.4,9.6,-10.4,-22.9
2994.4609375,36.9,13.5,-10.0,-29.5
2994.46484375,39.3,11.9,-10.4,-28.7
2994.46875,40.4,11.9,-11.5,-25.6
2994.47265625,38.9,15.0,-9.2,-24.8
2994.4765625,32.6,16.6,-8.8,-15.0
2994.48046875,31.5,18.2,-8.4,-11.9
2994.484375,30.3,21.7,-3.7,-17.4
2994.48828125,33.0,18.6,-3.7,-16.2
2994.4921875,34.2,15.0,-3.7,-17.0
2994.49609375,32.6,12.3,-4.5,-14.3
2994.5,32.2,8.8,-2.5,-12.7
2994.50390625,34.2,5.7,-1.4,-10.4
2994.5078125,31.8,6.4,-1.0,-8.0
2994.51171875,26.0,8.8,0.6,-6.4
2994.515625,27.5,6.8,1.8,-3.7
2994.51953125,26.0,6.4,1.0,-2.1
2994.5234375,17.8,11.1,3.3,-2.1
2994.52734375,13.5,12.7,5.7,-1.4
2994.53125,8.8,10.4,6.8,4.5
2994.53515625,3.3,10.4,9.2,5.7
2994.5390625,-4.1,9.2,13.1,3.3
2994.54296875,-3.3,6.8,15.8,-4.1
2994.546875,-2.9,8.8,16.6,-17.8
2994.55078125,-3.7,6.8,15.4,-23.6
2994.5546875,-3.3,2.9,14.7,-27.5
2994.55859375,-7.6,0.6,11.1,-27.5
2994.5625,-15.4,-3.3,7.6,-24.0
2994.56640625,-16.6,-9.6,4.1,-27.5
2994.5703125,-17.8,-16.6,-0.2,-31.1
2994.57421875,-25.2,-20.5,-6.4,-31.5
2994.578125,-27.2,-24.8,-12.7,-31.5
2994.58203125,-26.0,-31.1,-15.8,-32.2
2994.5859375,-22.1,-34.6,-18.9,-32.6
2994.58984375,-21.7,-35.8,-20.5,-30.7
2994.59375,-23.2,-35.4,-20.9,-29.1
2994.59765625,-26.4,-36.5,-19.3,-22.9
2994.6015625,-31.8,-38.9,-15.0,-11.5
2994.60546875,-35.8,-30.3,-11.1,-14.7
2994.609375,-32.6,-24.0,-8.8,-24.0
2994.61328125,-27.2,-20.1,-14.7,-25.6
2994.6171875,-22.9,-18.6,-17.4,-32.2
2994.62109375,-18.9,-20.9,-19.7,-35.8
2994.625,-19.7,-24.8,-20.1,-33.4
2994.62890625,-23.6,-27.2,-17.4,-35.0
2994.6328125,-20.1,-31.5,-15.0,-39.3
2994.63671875,-17.4,-36.9,-13.9,-42.4
2994.640625,-20.9,-36.9,-16.6,-42.4
2994.64453125,-22.5,-35.0,-18.6,-46.7
2994.6484375,-18.2,-36.9,-20.1,-46.3
2994.65234375,-15.8,-38.5,-23.6,-40.8
2994.65625,-17.4,-37.7,-24.0,-37.3
2994.66015625,-18.6,-35.8,-22.9,-33.8
2994.6640625,-25.2,-35.8,-25.6,-20.9
2994.66796875,-31.8,-30.3,-22.9,-22.1
2994.671875,-32.2,-22.5,-19.3,-27.5
2994.67578125,-29.5,-21.3,-19.3,-24.4
2994.6796875,-27.5,-18.9,-17.0,-23.2
2994.68359375,-23.6,-18.6,-11.9,-22.9
2994.6875,-19.7,-20.5,-11.1,-18.6
2994.69140625,-22.9,-17.8,-11.5,-15.4
2994.6953125,-24.4,-12.7,-12.3,-15.8
2994.69921875,-18.6,-13.5,-11.5,-12.7
2994.703125,-14.7,-11.9,-10.0,-9.6
2994.70703125,-12.7,-6.4,-5.7,-11.1
2994.7109375,-6.4,-2.5,-3.3,-13.5
2994.71484375,-1.4,-2.9,-5.3,-10.7
2994.71875,-0.2,-3.7,-8.0,-11.1
2994.72265625,-0.6,-2.5,-10.7,-14.3
2994.7265625,-6.8,-3.3,-13.9,-11.9
2994.73046875,-8.8,-3.3,-15.0,-15.0
2994.734375,-7.2,0.2,-17.4,-22.1
2994.73828125,-2.9,-4.1,-21.3,-18.2
2994.7421875,-0.2,-8.4,-22.1,-15.8
2994.74609375,0.2,-11.5,-23.6,-13.9
2994.75,1.4,-17.4,-22.9,-11.5
2994.75390625,1.8,-19.7,-19.7,-10.4
2994.7578125,0.2,-15.0,-17.8,-9.6
2994.76171875,-0.2,-11.9,-17.4,-5.7
2994.765625,2.9,-13.5,-18.6,-1.0
2994.76953125,7.2,-13.5,-18.9,1.0
2994.7734375,7.6,-10.4,-20.1,0.2
2994.77734375,6.8,-8.8,-21.7,4.1
2994.78125,6.8,-9.2,-21.7,12.7
2994.78515625,2.1,-9.6,-22.1,17.0
2994.7890625,-5.7,-8.8,-22.9,23.2
2994.79296875,-7.2,-8.8,-20.5,23.2
2994.796875,-7.6,-7.2,-19.3,16.6
2994.80078125,-2.1,-6.8,-20.9,18.2
2994.8046875,1.4,-8.0,-19.7,19.3
2994.80859375,2.5,-6.4,-19.3,18.9
2994.8125,2.1,-4.5,-19.3,20.1
2994.81640625,5.3,-2.5,-18.9,18.2
2994.8203125,10.0,-1.4,-17.0,14.7
2994.82421875,8.8,2.1,-18.2,14.7
2994.828125,9.2,6.8,-19.7,15.4
2994.83203125,12.7,6.1,-18.9,14.3
2994.8359375,16.2,8.4,-20.9,13.1
2994.83984375,13.9,11.1,-22.9,15.0
2994.84375,10.0,13.5,-21.7,15.0
2994.84765625,5.7,11.1,-19.7,17.0
2994.8515625,-0.6,5.7,-17.8,24.4
2994.85546875,-3.3,6.4,-11.9,18.2
2994.859375,2.5,6.1,-10.4,13.1
2994.86328125,6.1,6.1,-12.3,21.3
2994.8671875,9.2,8.0,-11.9,22.1
2994.87109375,11.5,10.4,-11.1,25.2
2994.875,10.7,9.6,-8.8,29.5
2994.87890625,7.6,12.3,-7.2,28.7
2994.8828125,13.1,13.5,-4.9,25.2
2994.88671875,17.8,12.7,-5.7,25.6
2994.890625,15.0,16.6,-7.6,26.8
2994.89453125,13.5,20.5,-9.2,25.6
2994.8984375,15.8,18.2,-8.4,27.9
2994.90234375,16.6,13.9,-7.6,31.5
2994.90625,13.1,12.7,-4.1,34.2
2994.91015625,10.0,14.3,1.0,34.6
2994.9140625,4.9,12.7,6.1,41.2
2994.91796875,-0.2,17.4,10.0,41.2
2994.921875,-0.2,22.9,16.2,33.4
2994.92578125,6.1,23.6,15.4,32.6
2994.9296875,10.0,24.8,13.9,30.7
2994.93359375,15.8,26.4,13.9,27.5
2994.9375,22.9,26.0,13.1,27.2
2994.94140625,20.5,27.9,13.1,29.1
2994.9453125,18.2,30.7,11.9,31.5
2994.94921875,23.6,24.4,11.5,35.0
2994.953125,24.8,20.1,10.7,38.1
2994.95703125,23.2,21.3,9.6,36.9
2994.9609375,27.9,21.3,10.4,33.0
2994.96484375,31.1,20.1,11.5,35.0
2994.96875,31.5,19.3,13.9,38.9
2994.97265625,31.5,19.7,18.2,40.8
2994.9765625,27.9,18.9,20.5,48.3
2994.98046875,27.9,17.4,21.7,47.5
2994.984375,33.8,19.3,21.3,40.0
2994.98828125,42.0,16.6,18.2,36.5
2994.9921875,45.9,15.0,15.4,31.8
2994.99609375,48.6,16.6,13.9,27.2
2995.0,51.0,15.4,11.5,24.4
2995.00390625,52.9,13.1,11.5,20.5
2995.0078125,49.8,15.0,10.4,16.6
2995.01171875,46.7,14.3,9.2,13.5
2995.015625,47.5,7.6,8.4,12.7
2995.01953125,46.7,2.5,7.2,11.1
2995.0234375,41.2,2.9,4.9,7.6
2995.02734375,35.4,0.2,0.6,7.2
2995.03125,28.3,-5.7,-1.8,9.6
2995.03515625,20.1,-10.0,-3.3,10.0
2995.0390625,11.5,-14.7,-4.9,12.7
2995.04296875,10.0,-17.8,-2.1,10.0
2995.046875,11.5,-14.7,-0.6,5.7
2995.05078125,16.6,-11.9,-0.2,8.0
2995.0546875,21.3,-9.6,-1.4,11.9
2995.05859375,23.6,-4.5,-2.1,16.6
2995.0625,24.0,0.2,-2.9,21.7
2995.06640625,31.1,1.4,-2.5,24.4
2995.0703125,37.3,3.7,-0.2,22.9
2995.07421875,36.9,8.4,1.4,22.9
2995.078125,36.9,11.9,1.0,23.6
2995.08203125,40.4,12.3,2.5,21.7
2995.0859375,42.4,13.1,2.5,20.9
2995.08984375,40.4,14.3,1.8,22.9
2995.09375,39.3,16.6,2.9,22.1
2995.09765625,35.8,15.8,1.8,22.5
2995.1015625,30.7,12.7,0.2,24.8
2995.10546875,27.2,13.5,-0.6,13.9
2995.109375,31.1,13.9,-3.7,3.3
2995.11328125,33.8,11.1,-10.7,0.2
2995.1171875,36.5,10.0,-13.5,-7.6
2995.12109375,38.5,8.8,-15.4,-11.5
2995.125,35.0,7.6,-17.8,-12.3
2995.12890625,28.7,6.1,-19.3,-11.9
2995.1328125,30.3,1.0,-22.1,-10.7
2995.13671875,28.3,-4.1,-28.3,-6.8
2995.140625,18.6,-5.7,-34.2,-3.3
2995.14453125,10.7,-6.8,-37.3,-6.1
2995.1484375,7.6,-8.8,-40.4,-7.6
2995.15234375,3.3,-12.7,-42.4,-5.3
2995.15625,-2.1,-14.7,-43.2,-4.5
2995.16015625,-5.3,-18.2,-42.0,-4.5
2995.1640625,-15.4,-25.6,-40.4,4.9
2995.16796875,-22.5,-27.2,-35.8,2.5
2995.171875,-23.6,-27.9,-28.7,-5.7
2995.17578125,-22.5,-30.3,-28.3,-4.1
2995.1796875,-25.2,-30.3,-27.2,-3.7
2995.18359375,-24.4,-30.7,-25.2,-5.7
2995.1875,-26.0,-32.6,-25.6,-3.3
2995.19140625,-33.4,-33.4,-24.8,-1.8
2995.1953125,-41.6,-32.6,-25.6,-2.1
2995.19921875,-45.5,-39.7,-27.2,-1.8
2995.203125,-54.5,-46.7,-28.7,2.1
2995.20703125,-68.6,-47.9,-31.1,1.8
2995.2109375,-76.4,-48.6,-34.6,-1.0
2995.21484375,-83.8,-55.7,-38.5,-1.0
2995.21875,-92.4,-60.8,-40.4,-1.0
2995.22265625,-101.8,-60.8,-39.3,-5.3
2995.2265625,-113.1,-63.9,-36.9,-6.4
2995.23046875,-117.8,-65.1,-36.1,-7.2
2995.234375,-115.5,-60.4,-35.4,-17.4
2995.23828125,-104.9,-60.0,-37.7,-20.1
2995.2421875,-93.2,-59.6,-36.5,-20.9
2995.24609375,-82.2,-54.9,-36.5,-20.1
2995.25,-69.0,-52.6,-34.6,-18.2
2995.25390625,-54.1,-50.2,-32.6,-15.0
2995.2578125,-45.1,-43.6,-33.4,-10.0
2995.26171875,-35.0,-36.9,-34.2,-4.5
2995.265625,-19.3,-35.8,-31.1,0.2
2995.26953125,-5.7,-31.5,-27.9,1.4
2995.2734375,3.7,-22.1,-26.8,-0.2
2995.27734375,11.9,-15.0,-26.4,-0.2
2995.28125,15.4,-11.1,-28.3,3.7
2995.28515625,14.7,-9.2,-30.3,10.0
2995.2890625,10.0,-8.0,-29.1,16.6
2995.29296875,6.4,-4.5,-22.9,13.9
2995.296875,4.9,0.2,-19.3,10.7
2995.30078125,2.1,0.2,-17.8,10.0
2995.3046875,-4.5,-5.7,-16.2,7.6
2995.30859375,-18.6,-14.3,-17.4,8.4
2995.3125,-35.8,-26.0,-19.3,10.7
2995.31640625,-48.3,-37.3,-15.0,7.2
2995.3203125,-60.0,-43.2,-13.1,5.3
2995.32421875,-75.6,-41.6,-14.3,4.1
2995.328125,-86.9,-40.8,-13.9,2.5
2995.33203125,-94.7,-42.8,-14.7,-2.9
2995.3359375,-104.1,-44.0,-19.7,-8.8
2995.33984375,-112.7,-47.1,-26.0,-13.9
2995.34375,-122.5,-51.0,-31.1,-20.1
2995.34765625,-135.0,-56.1,-37.3,-20.5
2995.3515625,-146.7,-63.9,-42.8,-15.4
2995.35546875,-153.4,-63.9,-40.4,-24.8
2995.359375,-153.7,-61.5,-40.4,-35.0
2995.36328125,-149.1,-58.8,-46.7,-38.1
2995.3671875,-140.5,-54.5,-50.6,-43.2
2995.37109375,-131.5,-53.7,-55.3,-43.2
2995.375,-129.9,-50.6,-58.8,-37.7
2995.37890625,-128.0,-44.0,-56.8,-35.0
2995.3828125,-120.1,-40.0,-51.0,-34.6
2995.38671875,-113.9,-35.8,-44.0,-32.2
2995.390625,-114.7,-26.8,-38.5,-26.4
2995.39453125,-115.1,-17.4,-32.6,-25.6
2995.3984375,-113.5,-13.9,-30.3,-20.1
2995.40234375,-116.2,-8.4,-29.5,-12.7
2995.40625,-119.8,-1.0,-25.2,-8.8
2995.41015625,-119.0,2.9,-17.0,-7.2
2995.4140625,-118.6,4.1,-12.3,2.1
2995.41796875,-116.2,8.4,-4.9,0.2
2995.421875,-104.1,12.7,0.2,-5.3
2995.42578125,-88.9,13.1,-2.5,-0.6
2995.4296875,-76.4,18.6,-4.5,1.0
2995.43359375,-59.2,22.1,-2.1,1.4
2995.4375,-43.2,24.0,-0.2,2.9
2995.44140625,-35.0,31.1,3.7,4.5
2995.4453125,-25.6,38.1,8.8,3.3
2995.44921875,-11.1,40.4,16.2,3.3
2995.453125,-1.4,44.0,20.5,9.2
2995.45703125,3.7,52.9,26.0,10.7
2995.4609375,13.5,59.6,31.8,9.2
2995.46484375,21.3,58.0,32.2,15.4
2995.46875,24.0,55.3,34.2,20.5
2995.47265625,26.0,52.2,35.4,18.9
2995.4765625,20.5,45.9,35.0,23.2
2995.48046875,17.4,44.0,33.8,23.2
2995.484375,18.2,48.3,36.1,11.1
2995.48828125,20.5,49.4,31.1,11.5
2995.4921875,18.2,52.9,27.5,12.7
2995.49609375,15.4,58.4,23.6,15.8
2995.5,16.6,59.6,20.5,20.9
2995.50390625,19.3,60.8,19.3,27.2
2995.5078125,22.5,65.8,20.5,30.3
2995.51171875,28.3,69.7,23.2,32.2
2995.515625,38.1,69.7,26.8,37.7
2995.51953125,49.4,71.7,32.6,37.7
2995.5234375,58.4,76.0,38.1,37.7
2995.52734375,68.2,75.2,42.0,38.1
2995.53125,75.6,69.4,44.3,40.0
2995.53515625,79.9,61.9,43.6,37.3
2995.5390625,78.7,53.7,40.4,33.4
2995.54296875,79.1,48.3,40.4,21.3
2995.546875,83.0,49.4,36.9,7.6
2995.55078125,88.5,48.3,35.0,0.2
2995.5546875,92.4,49.0,36.5,-4.9
2995.55859375,94.0,52.9,35.4,-5.7
2995.5625,93.2,58.0,35.0,-5.3
2995.56640625,99.4,62.3,38.9,-6.1
2995.5703125,104.9,69.4,42.8,-6.8
2995.57421875,104.9,77.9,47.1,-3.3
2995.578125,106.9,83.8,50.6,1.4
2995.58203125,112.3,83.8,54.1,6.1
2995.5859375,119.0,80.7,56.5,12.7
2995.58984375,124.1,77.6,55.7,20.1
2995.59375,127.6,70.5,58.0,28.3
2995.59765625,125.6,62.3,58.4,40.0
2995.6015625,117.4,49.8,58.8,54.5
2995.60546875,110.0,40.0,62.7,53.7
2995.609375,104.9,26.4,63.5,50.6
2995.61328125,98.3,10.7,58.8,52.6
2995.6171875,87.7,-2.9,59.2,48.3
2995.62109375,74.4,-17.0,58.8,46.7
2995.625,53.3,-24.4,59.2,45.5
2995.62890625,32.6,-28.7,58.8,41.6
2995.6328125,20.1,-34.2,54.1,36.5
2995.63671875,6.4,-39.3,47.5,34.2
2995.640625,-13.1,-38.1,39.7,34.6
2995.64453125,-31.1,-37.7,32.6,27.9
2995.6484375,-44.7,-42.4,26.0,22.9
2995.65234375,-60.0,-46.7,18.6,20.5
2995.65625,-73.7,-50.2,11.9,15.8
2995.66015625,-83.8,-52.9,4.5,13.1
2995.6640625,-95.5,-57.6,-2.9,20.1
2995.66796875,-101.4,-57.6,-7.2,13.9
2995.671875,-95.5,-57.6,-11.9,2.5
2995.67578125,-88.1,-63.9,-18.6,2.1
2995.6796875,-79.1,-64.7,-25.6,-1.0
2995.68359375,-62.7,-68.6,-30.3,-4.5
2995.6875,-45.5,-72.9,-37.7,-2.5
2995.69140625,-34.2,-69.4,-46.7,-3.3
2995.6953125,-18.9,-65.1,-52.2,-9.2
2995.69921875,-1.8,-65.1,-57.6,-10.4
2995.703125,9.6,-63.9,-58.4,-9.2
2995.70703125,15.8,-58.4,-55.7,-11.9
2995.7109375,25.6,-54.1,-51.4,-14.3
2995.71484375,30.7,-52.6,-47.9,-10.0
2995.71875,29.5,-50.2,-45.5,-6.1
2995.72265625,22.1,-43.2,-40.0,-4.1
2995.7265625,8.8,-39.3,-32.6,3.3
2995.73046875,-1.8,-35.4,-24.4,5.7
2995.734375,-10.4,-26.8,-11.5,-1.0
2995.73828125,-13.9,-24.8,-5.3,1.4
2995.7421875,-23.2,-25.2,-3.3,4.1
2995.74609375,-37.3,-24.8,-5.3,7.2
2995.75,-46.3,-31.8,-5.7,12.7
2995.75390625,-54.1,-38.1,-6.4,13.9
2995.7578125,-64.7,-41.6,-4.5,11.9
2995.76171875,-70.5,-46.7,-2.5,10.7
2995.765625,-69.7,-57.2,-0.2,12.3
2995.76953125,-71.3,-66.2,2.5,12.3
2995.7734375,-72.5,-71.7,1.4,14.3
2995.77734375,-73.3,-79.9,-0.6,15.8
2995.78125,-79.1,-89.3,-4.5,19.7
2995.78515625,-83.8,-96.3,-8.8,20.5
2995.7890625,-90.5,-100.6,-9.2,20.5
2995.79296875,-92.8,-96.7,-2.9,14.7
2995.796875,-90.8,-84.6,2.5,9.2
2995.80078125,-88.1,-72.5,8.0,8.8
2995.8046875,-86.5,-60.8,13.1,6.4
2995.80859375,-88.1,-49.0,15.4,6.4
2995.8125,-87.3,-38.9,14.3,6.4
2995.81640625,-77.6,-33.8,15.0,2.9
2995.8203125,-63.5,-27.5,13.9,1.0
2995.82421875,-54.5,-18.9,11.1,2.5
2995.828125,-40.8,-12.3,8.0,2.9
2995.83203125,-23.2,-6.8,6.1,1.8
2995.8359375,-6.4,-1.0,2.1,-0.6
2995.83984375,7.6,3.3,0.2,-2.9
2995.84375,18.6,6.1,-0.6,-6.8
2995.84765625,25.6,4.9,-1.4,-8.4
2995.8515625,27.2,-0.6,-4.5,-6.1
2995.85546875,28.7,-2.9,-5.7,-12.3
2995.859375,34.2,-4.9,-9.6,-22.1
2995.86328125,35.4,-9.6,-18.6,-19.7
2995.8671875,35.8,-11.9,-18.9,-22.5
2995.87109375,36.1,-11.1,-17.0,-23.2
2995.875,29.1,-6.1,-14.3,-18.6
2995.87890625,23.2,1.4,-8.0,-18.2
2995.8828125,26.0,8.8,-2.1,-17.4
2995.88671875,27.2,14.7,1.0,-12.7
2995.890625,24.0,20.9,4.5,-9.6
2995.89453125,24.8,24.8,10.7,-11.1
2995.8984375,31.1,23.2,15.0,-10.4
2995.90234375,37.7,22.9,18.6,-8.0
2995.90625,42.4,24.0,24.4,-8.4
2995.91015625,49.0,27.2,28.7,-8.8
2995.9140625,52.9,30.7,28.3,-2.5
2995.91796875,56.1,35.4,33.0,-6.8
2995.921875,67.4,39.7,34.6,-14.7
2995.92578125,75.2,39.7,31.5,-13.9
2995.9296875,76.8,41.6,30.3,-14.3
2995.93359375,80.3,40.4,31.5,-15.4
2995.9375,79.5,39.7,29.1,-14.3
2995.94140625,71.7,42.8,27.5,-11.5
2995.9453125,69.4,44.7,25.2,-11.1
2995.94921875,70.9,40.4,20.9,-7.6
2995.953125,70.9,33.4,14.7,-1.8
2995.95703125,69.0,31.8,11.9,-2.1
2995.9609375,70.9,30.3,13.5,-3.7
2995.96484375,74.8,27.2,13.1,0.6
2995.96875,75.2,27.9,16.2,7.2
2995.97265625,76.8,31.5,22.5,7.6
2995.9765625,74.4,33.0,26.0,14.7
2995.98046875,73.3,33.0,29.1,17.0
2995.984375,72.1,37.3,36.9,7.2
2995.98828125,74.4,36.1,41.2,6.1
2995.9921875,70.1,36.9,45.9,7.2
2995.99609375,61.1,42.8,51.4,3.7
2996.0,57.2,45.9,55.7,3.3
2996.00390625,53.3,51.0,56.5,2.5
2996.0078125,45.9,59.2,54.9,-1.0
2996.01171875,42.4,64.3,52.2,-4.1
2996.015625,46.3,58.0,46.7,-2.5
2996.01953125,48.3,51.4,40.8,-3.7
2996.0234375,47.1,46.3,37.7,-6.1
2996.02734375,45.5,39.3,33.4,-2.1
2996.03125,41.6,31.5,30.3,5.7
2996.03515625,37.7,26.8,28.3,11.5
2996.0390625,31.1,20.5,27.5,17.0
2996.04296875,33.0,13.9,28.7,16.2
2996.046875,35.4,12.7,29.1,9.6
2996.05078125,37.3,6.8,27.2,9.2
2996.0546875,38.1,1.0,26.4,11.9
2996.05859375,29.9,-0.2,23.2,17.4
2996.0625,21.3,0.2,21.7,24.4
2996.06640625,19.7,1.4,24.8,27.2
2996.0703125,20.9,5.3,28.3,28.7
2996.07421875,16.2,13.1,30.7,30.3
2996.078125,13.9,18.6,38.1,31.1
2996.08203125,13.5,22.9,43.2,31.1
2996.0859375,11.5,29.9,45.1,32.2
2996.08984375,9.2,36.9,46.3,35.4
2996.09375,6.8,42.8,42.8,36.9
2996.09765625,0.2,44.7,36.1,41.2
2996.1015625,-8.0,41.2,34.2,49.0
2996.10546875,-12.7,42.8,36.9,41.2
2996.109375,-17.0,42.0,38.5,34.6
2996.11328125,-20.1,38.9,37.3,37.7
2996.1171875,-26.0,34.6,40.0,33.4
2996.12109375,-33.8,30.3,40.8,32.6
2996.125,-46.3,27.9,40.0,35.0
2996.12890625,-58.0,27.2,40.8,31.1
2996.1328125,-59.6,23.6,42.0,26.4
2996.13671875,-60.4,18.9,39.3,26.0
2996.140625,-66.6,18.2,37.3,26.0
2996.14453125,-65.4,20.9,35.8,19.3
2996.1484375,-58.0,22.1,31.8,16.2
2996.15234375,-48.3,24.0,23.6,13.9
2996.15625,-36.9,26.0,15.4,9.6
2996.16015625,-26.8,26.0,8.0,8.4
2996.1640625,-20.5,21.3,-3.7,16.2
2996.16796875,-17.0,21.7,-7.2,10.7
2996.171875,-10.0,22.5,-4.5,1.4
2996.17578125,-1.0,22.9,-4.1,-2.9
2996.1796875,-0.2,23.6,1.0,-6.8
2996.18359375,-2.1,20.9,9.6,-8.8
2996.1875,-6.1,16.2,15.8,-5.7
2996.19140625,-23.2,15.8,21.7,0.2
2996.1953125,-36.1,15.8,29.9,4.9
2996.19921875,-40.4,11.1,34.6,11.9
2996.203125,-46.7,8.0,40.4,19.7
2996.20703125,-54.1,8.0,46.3,21.3
2996.2109375,-56.8,9.2,50.2,16.6
2996.21484375,-62.3,9.2,51.4,18.9
2996.21875,-66.2,9.6,50.2,22.1
2996.22265625,-67.4,12.7,50.6,19.3
2996.2265625,-73.7,15.0,47.9,26.8
2996.23046875,-67.4,17.0,43.2,26.0
2996.234375,-58.0,22.5,41.2,12.7
2996.23828125,-47.1,24.0,33.0,8.0
2996.2421875,-39.3,25.2,24.4,2.5
2996.24609375,-35.8,29.5,14.3,-3.7
2996.25,-30.7,28.3,8.0,-6.1
2996.25390625,-27.9,27.2,3.3,-8.8
2996.2578125,-29.9,29.9,-0.6,-15.8
2996.26171875,-31.5,27.5,-2.5,-20.9
2996.265625,-34.6,17.4,-4.1,-21.7
2996.26953125,-38.9,9.2,-6.8,-24.8
2996.2734375,-44.0,2.9,-10.0,-26.0
2996.27734375,-50.6,-2.9,-11.5,-22.1
2996.28125,-60.4,-7.6,-12.3,-13.9
2996.28515625,-67.8,-11.1,-11.9,-7.6
2996.2890625,-77.9,-13.1,-8.4,-0.6
2996.29296875,-82.6,-11.5,-8.8,-2.1
2996.296875,-80.3,-7.6,-13.9,-8.4
2996.30078125,-74.8,-2.9,-23.6,-9.6
2996.3046875,-70.9,-0.6,-32.2,-11.9
2996.30859375,-68.2,2.5,-38.9,-11.9
2996.3125,-66.2,6.1,-41.6,-10.4
2996.31640625,-56.1,2.9,-43.6,-13.9
2996.3203125,-50.6,-0.6,-47.9,-17.0
2996.32421875,-50.6,-2.5,-52.9,-17.8
2996.328125,-49.4,-7.2,-59.2,-20.5
2996.33203125,-45.9,-8.8,-60.4,-22.5
2996.3359375,-36.5,-7.6,-54.5,-26.0
2996.33984375,-26.8,-4.5,-45.9,-26.4
2996.34375,-18.9,0.2,-33.8,-24.4
2996.34765625,-14.3,1.8,-22.5,-18.9
2996.3515625,-17.0,-4.9,-14.3,-4.5
2996.35546875,-17.8,-2.5,-10.4,-1.4
2996.359375,-9.2,-6.1,-8.0,-2.9
2996.36328125,-2.1,-13.1,-11.9,2.5
2996.3671875,6.4,-16.2,-10.7,4.1
2996.37109375,17.0,-20.5,-8.0,3.7
2996.375,16.6,-23.6,-4.1,5.7
2996.37890625,13.1,-21.7,-0.2,2.9
2996.3828125,19.7,-22.1,4.1,-4.5
2996.38671875,27.2,-22.1,5.7,-9.2
2996.390625,28.3,-17.0,4.9,-11.5
2996.39453125,34.2,-12.7,6.8,-18.2
2996.3984375,39.3,-13.9,6.4,-22.1
2996.40234375,38.1,-17.4,5.7,-22.5
2996.40625,31.8,-18.9,5.7,-24.0
2996.41015625,24.4,-20.5,3.3,-25.6
2996.4140625,12.3,-24.8,-2.1,-18.2
2996.41796875,1.4,-24.8,-2.5,-23.2
2996.421875,-6.1,-26.0,-4.9,-33.8
2996.42578125,-12.3,-30.7,-8.8,-33.4
2996.4296875,-20.9,-29.1,-11.9,-32.2
2996.43359375,-22.1,-28.7,-12.3,-29.5
2996.4375,-22.1,-28.3,-13.1,-23.6
2996.44140625,-28.7,-23.6,-16.6,-17.8
2996.4453125,-29.1,-22.1,-20.5,-17.4
2996.44921875,-22.1,-29.1,-28.3,-13.1
2996.453125,-18.2,-32.2,-36.9,-10.0
2996.45703125,-12.3,-27.5,-44.0,-10.7
2996.4609375,-0.2,-21.7,-49.4,-11.5
2996.46484375,10.7,-17.4,-55.7,-4.9
2996.46875,20.5,-12.7,-56.8,1.0
2996.47265625,30.7,-10.4,-52.2,1.8
2996.4765625,36.1,-11.1,-44.3,8.4
2996.48046875,41.2,-10.7,-32.6,5.7
2996.484375,51.4,-7.6,-21.3,-3.3
2996.48828125,60.4,-8.4,-15.4,-2.5
2996.4921875,63.5,-8.0,-9.6,-2.9
2996.49609375,63.5,-8.4,-4.5,-3.3
2996.5,62.7,-12.7,-1.0,-1.0
2996.50390625,60.8,-20.5,-0.2,-0.6
2996.5078125,54.1,-22.9,-2.5,-1.8
2996.51171875,46.3,-27.9,-6.4,-2.5
2996.515625,40.4,-38.5,-8.4,-0.2
2996.51953125,34.6,-44.7,-6.1,-2.1
2996.5234375,26.0,-46.7,-4.1,-4.9
2996.52734375,16.6,-47.9,-2.5,-5.7
2996.53125,8.0,-49.0,-2.5,-2.9
2996.53515625,-1.0,-48.6,-3.3,-3.3
2996.5390625,-11.5,-50.2,-3.7,-1.0
2996.54296875,-13.5,-49.4,-2.9,-3.7
2996.546875,-8.4,-45.1,-4.1,-10.7
2996.55078125,-2.9,-42.8,-8.8,-12.7
2996.5546875,4.1,-40.4,-11.1,-15.8
2996.55859375,4.1,-32.6,-9.2,-17.8
2996.5625,-2.1,-23.2,-2.9,-18.9
2996.56640625,0.2,-15.0,8.8,-20.9
2996.5703125,0.2,-1.8,21.3,-22.1
2996.57421875,0.6,14.3,27.5,-22.5
2996.578125,4.5,24.8,28.7,-20.9
2996.58203125,7.6,29.5,29.1,-21.3
2996.5859375,12.7,33.4,25.6,-19.7
2996.58984375,14.7,33.0,18.9,-15.0
2996.59375,15.0,31.1,13.1,-9.2
2996.59765625,22.1,31.1,4.1,-0.6
2996.6015625,25.6,26.0,-4.5,11.9
2996.60546875,28.3,27.9,-6.4,10.0
2996.609375,37.7,31.5,-8.4,2.1
2996.61328125,41.6,33.0,-12.7,0.2
