t,raw_ch0,clean_ch0,raw_ch1,clean_ch1,raw_ch2,clean_ch2
2997.395,-53.72,-35.36,32.63,47.96,-15.04,4.31
2997.398,-58.8,-40.36,29.11,47.38,-15.43,6.2
2997.402,-61.15,-45.68,25.2,44.49,-15.43,8.34
2997.406,-65.45,-49.49,22.86,39.69,-9.96,10.47
2997.41,-64.66,-48.44,18.95,33.4,-8.79,11.33
2997.414,-52.16,-39.39,11.53,26.03,-9.96,9.03
2997.418,-32.23,-21.97,9.57,18.13,-7.62,2.41
2997.422,0.98,0.49,9.96,10.34,-11.53,-7.75
2997.426,32.23,22.74,8.79,3.3,-19.34,-18.82
2997.43,54.9,40.87,11.53,-2.46,-19.34,-27.96
2997.434,74.04,54.38,12.7,-6.57,-19.73,-34.07
2997.438,88.5,65.41,11.53,-8.93,-19.34,-38.16
2997.441,100.22,76.03,14.65,-9.76,-19.34,-41.9
2997.445,112.72,86.05,20.51,-9.28,-23.64,-45.69
2997.449,123.66,93.13,18.56,-7.41,-27.16,-48.34
2997.453,125.62,95.09,19.34,-3.94,-27.94,-48.35
2997.457,114.68,91.92,25.59,0.71,-24.81,-45.45
2997.461,109.99,85.52,30.67,5.18,-18.95,-40.77
2997.465,103.74,77.7,32.63,7.9,-15.04,-35.55
2997.469,95.92,68.74,33.02,8.26,-9.96,-30.03
2997.473,86.54,58.01,31.45,6.94,-4.1,-23.6
2997.477,69.35,45.72,25.2,5.28,0.2,-15.94
2997.48,49.43,33.67,20.9,4.28,5.27,-7.74
2997.484,39.66,23.95,20.51,4.04,11.92,-0.38
2997.488,36.14,17.39,17.0,4.03,14.26,5.05
2997.492,29.11,13.16,16.61,3.73,16.61,8.39
2997.496,22.86,9.98,17.0,3.12,17.78,10.04
2997.5,22.47,7.37,13.09,2.59,17.39,10.17
2997.504,20.12,6.09,11.92,2.47,16.21,8.48
2997.508,19.73,7.47,15.82,2.65,12.7,4.73
2997.512,30.28,12.28,17.39,2.86,8.01,-0.65
2997.516,36.53,19.87,17.78,3.2,3.71,-6.6
2997.52,49.04,28.15,20.51,4.26,0.98,-12.1
2997.523,57.63,34.53,26.37,6.45,-0.2,-16.69
2997.527,60.37,37.15,31.45,9.44,-3.32,-20.41
2997.531,59.58,35.85,33.02,12.34,-6.84,-23.24
2997.535,58.02,32.21,34.19,14.43,-9.57,-24.86
2997.539,45.52,28.63,30.67,15.53,-14.26,-24.92
2997.543,42.0,26.63,29.11,15.91,-13.09,-23.51
2997.547,41.22,25.57,28.72,15.9,-13.09,-21.15
2997.551,35.36,23.0,25.2,15.74,-14.26,-18.4
2997.555,28.72,16.78,18.95,15.49,-14.65,-15.54
2997.559,10.35,7.04,13.87,14.97,-17.0,-12.63
2997.562,-12.31,-3.73,8.4,14.02,-22.08,-9.76
2997.566,-24.03,-12.67,-2.54,12.82,-26.76,-7.16
2997.57,-34.58,-18.44,-13.09,11.95,-31.45,-5.1
2997.574,-45.91,-21.43,-15.82,11.87,-36.14,-3.72
2997.578,-51.77,-22.61,-19.73,12.35,-40.83,-3.0
2997.582,-56.46,-22.82,-25.59,12.67,-44.35,-2.78
2997.586,-61.15,-22.92,-27.94,12.18,-46.3,-2.88
2997.59,-57.63,-23.99,-29.89,10.63,-48.25,-3.03
2997.594,-63.88,-26.79,-33.02,8.23,-47.86,-2.9
2997.598,-68.57,-30.68,-35.75,5.39,-47.47,-2.27
2997.602,-68.18,-33.31,-40.05,2.5,-48.25,-1.36
2997.605,-68.96,-31.75,-41.61,-0.38,-45.91,-1.08
2997.609,-61.93,-24.6,-41.61,-3.46,-43.96,-2.5
2997.613,-43.17,-13.38,-42.39,-6.71,-46.69,-6.08
2997.617,-25.59,-1.79,-39.27,-9.63,-45.13,-11.22
2997.621,-10.74,6.83,-36.14,-11.55,-43.17,-16.67
2997.625,1.76,11.96,-29.89,-12.19,-43.57,-21.45
2997.629,7.23,15.84,-20.12,-11.78,-39.27,-25.26
2997.633,20.12,21.16,-14.26,-10.48,-35.75,-28.25
2997.637,37.31,28.44,-9.57,-8.21,-33.41,-30.38
2997.641,47.86,35.62,0.2,-5.18,-29.89,-31.1
2997.645,52.55,39.77,8.4,-2.52,-22.86,-29.57
2997.648,58.02,39.17,9.57,-1.99,-17.78,-25.2
2997.652,52.94,34.16,7.23,-4.74,-9.96,-17.97
2997.656,42.0,26.54,3.32,-10.19,1.76,-8.45
2997.66,39.66,18.17,-1.37,-16.18,13.09,2.45
2997.664,30.67,9.95,-8.4,-20.15,22.86,13.74
2997.668,18.56,1.87,-7.23,-20.89,34.19,24.44
2997.672,14.65,-6.15,-6.06,-19.17,44.35,33.59
2997.676,4.88,-13.44,-6.45,-17.05,45.91,40.38
2997.68,-6.84,-18.69,-6.45,-16.12,48.64,44.26
2997.684,-8.4,-21.05,-9.18,-16.41,50.21,45.18
2997.688,-6.45,-21.18,-12.31,-16.77,47.08,43.82
2997.691,-9.18,-20.92,-11.14,-16.17,42.78,41.5
2997.695,-13.09,-21.76,-8.79,-14.48,39.66,39.56
2997.699,-14.65,-23.5,-10.74,-12.33,35.75,38.36
2997.703,-15.04,-24.29,-13.09,-10.37,32.23,36.83
2997.707,-22.47,-22.39,-9.96,-8.96,29.5,33.31
2997.711,-12.7,-18.14,-8.4,-8.19,24.03,27.06
2997.715,-7.23,-14.33,-8.79,-7.82,13.87,19.29
2997.719,-8.01,-14.13,-10.35,-7.34,6.06,12.44
2997.723,-14.65,-18.03,-11.92,-6.4,-0.2,8.26
2997.727,-26.76,-23.12,-14.26,-5.1,-6.06,6.45
2997.73,-32.23,-25.42,-14.65,-3.93,-9.96,5.04
2997.734,-29.5,-23.38,-13.87,-3.2,-9.96,2.24
2997.738,-17.39,-18.95,-14.65,-2.76,-16.21,-1.98
2997.742,-17.39,-15.54,-12.7,-2.33,-19.34,-5.77
2997.746,-18.56,-15.03,-8.79,-1.9,-19.34,-7.03
2997.75,-18.17,-16.68,-10.74,-1.71,-17.0,-5.3
2997.754,-17.78,-18.33,-11.53,-1.89,-13.87,-2.27
2997.758,-20.51,-18.21,-8.4,-2.2,-9.96,-0.56
2997.762,-13.48,-15.87,-8.4,-2.18,-9.57,-1.73
2997.766,-7.23,-11.98,-6.84,-1.47,-14.65,-5.14
2997.77,-2.15,-7.67,-1.76,-0.2,-13.09,-8.49
2997.773,6.45,-3.99,4.1,0.88,-8.79,-9.55
2997.777,14.26,-1.74,10.74,0.95,-0.98,-7.45
2997.781,21.68,-1.32,14.26,-0.21,9.18,-2.78
2997.785,28.72,-2.3,19.34,-2.03,21.29,3.05
2997.789,31.84,-3.24,22.47,-3.7,33.02,8.63
2997.793,34.58,-2.4,24.03,-4.89,40.05,12.9
2997.797,38.1,1.1,27.16,-5.78,43.17,15.31
2997.801,44.74,6.47,23.64,-6.49,43.17,15.79
2997.805,51.38,11.78,18.95,-6.72,40.44,14.81
2997.809,51.38,15.37,21.68,-6.06,37.7,13.22
2997.812,47.86,16.6,23.64,-4.5,35.75,11.99
2997.816,51.38,15.65,24.03,-2.36,37.31,11.77
2997.82,51.38,13.01,25.98,-0.09,36.53,12.59
2997.824,42.78,9.5,28.72,1.98,37.31,13.82
2997.828,40.05,6.27,29.11,3.62,36.53,14.47
2997.832,36.14,4.29,26.76,4.71,34.97,13.75
2997.836,32.23,3.52,26.37,5.18,31.06,11.55
2997.84,29.11,2.86,22.86,4.87,24.03,8.55
2997.844,26.76,1.17,19.34,3.64,17.78,5.76
2997.848,18.56,-1.35,12.31,1.49,12.31,3.85
2997.852,10.74,-2.76,0.98,-1.39,3.71,2.65
2997.855,8.01,-0.76,-3.71,-4.85,1.37,1.32
2997.859,13.09,5.21,-5.67,-8.67,-0.2,-0.93
2997.863,24.81,12.97,-11.14,-12.23,-7.23,-4.06
2997.867,33.02,18.88,-10.74,-14.44,-5.67,-7.13
2997.871,38.88,20.46,-9.57,-14.6,-2.15,-8.94
2997.875,37.31,18.0,-1.76,-13.23,-0.59,-8.88
2997.879,33.8,13.9,4.49,-11.85,4.49,-7.18
2997.883,36.14,10.61,4.49,-11.82,11.14,-4.77
2997.887,40.05,9.26,3.71,-13.34,12.7,-2.67
2997.891,39.66,10.08,0.98,-15.9,13.48,-1.6
2997.895,38.1,13.13,0.2,-19.14,16.61,-1.82
2997.898,45.13,18.14,-2.15,-23.1,15.43,-3.26
2997.902,59.19,23.9,-3.71,-27.6,15.04,-5.52
2997.906,66.62,28.71,-6.06,-31.71,16.61,-8.07
2997.91,68.57,31.85,-5.27,-34.14,17.78,-10.49
2997.914,76.0,34.56,-4.88,-34.18,14.26,-12.71
2997.918,78.73,39.21,-0.98,-32.36,14.26,-15.17
2997.922,87.72,47.33,2.54,-30.15,14.26,-18.46
2997.926,102.56,57.96,4.88,-28.83,8.79,-22.68
2997.93,114.29,67.85,9.18,-28.49,5.67,-26.93
2997.934,120.54,73.46,8.01,-28.09,8.01,-29.68
2997.938,125.23,73.36,11.53,-26.76,9.96,-29.74
2997.941,122.1,69.28,19.34,-24.75,13.48,-27.01
2997.945,116.24,64.91,23.25,-23.02,19.73,-22.56
2997.949,117.02,63.28,21.29,-21.76,24.03,-18.21
2997.953,118.19,64.7,20.12,-19.66,24.03,-15.72
2997.957,115.46,66.79,25.98,-15.09,24.03,-16.09
2997.961,119.37,66.45,32.63,-7.95,22.47,-19.11
2997.965,114.29,62.12,42.39,-0.38,15.43,-23.34
2997.969,107.25,54.96,48.25,4.48,14.26,-26.8
2997.973,104.52,48.13,48.25,4.54,16.21,-27.94
2997.977,97.88,44.77,45.13,-0.07,18.17,-26.5
2997.98,101.78,46.04,38.1,-7.41,19.34,-23.46
2997.984,106.08,50.49,31.45,-15.05,27.16,-20.36
2997.988,114.68,55.33,23.64,-21.33,25.2,-18.27
2997.992,113.5,58.49,18.17,-25.62,24.81,-17.43
2997.996,106.86,59.72,15.04,-27.84,23.25,-17.55
2998.0,109.6,60.03,9.57,-27.92,18.56,-18.63
2998.004,107.25,60.4,8.01,-25.91,13.09,-21.09
2998.008,101.39,61.19,7.62,-22.42,2.93,-25.23
2998.012,99.44,62.22,9.57,-18.68,-3.32,-30.48
2998.016,96.7,62.86,7.23,-15.88,-11.92,-35.14
2998.02,93.58,62.08,6.45,-14.44,-17.39,-37.12
2998.023,87.33,58.61,4.88,-13.82,-18.56,-35.14
2998.027,75.6,51.55,0.59,-13.07,-15.82,-29.52
2998.031,62.71,41.25,-0.98,-11.43,-12.31,-21.96
2998.035,50.99,29.67,0.59,-8.92,-7.23,-14.66
2998.039,36.53,19.91,-0.98,-6.45,-0.2,-9.26
2998.043,32.23,14.52,3.71,-5.49,1.37,-6.39
2998.047,35.75,14.0,8.4,-6.97,2.54,-5.72
2998.051,42.78,16.53,0.98,-10.42,7.62,-6.68
2998.055,49.43,19.66,1.76,-14.17,9.18,-8.94
2998.059,54.51,22.09,6.06,-16.62,8.01,-12.29
2998.062,54.51,23.96,7.23,-17.29,7.62,-16.16
2998.066,61.15,25.48,8.4,-16.74,4.88,-19.22
2998.07,66.62,26.03,11.14,-15.87,6.45,-19.88
2998.074,63.1,24.76,11.14,-15.27,9.57,-17.29
2998.078,58.8,21.97,11.53,-15.13,13.48,-12.22
2998.082,52.94,19.18,10.35,-15.18,17.39,-7.1
2998.086,51.77,17.61,8.79,-14.89,18.17,-4.77
2998.09,48.64,16.72,6.45,-13.66,14.26,-6.78
2998.094,44.35,14.49,7.62,-11.16,5.67,-12.31
2998.098,34.58,9.43,8.01,-7.59,-4.1,-18.41
2998.102,22.08,2.35,0.2,-3.75,-13.48,-21.77
2998.105,10.74,-3.93,8.79,-0.74,-20.9,-20.57
2998.109,6.45,-6.8,2.54,0.67,-7.62,-15.35
2998.113,6.45,-6.12,3.71,0.7,-5.67,-8.22
2998.117,11.92,-4.31,6.06,0.48,2.15,-1.23
2998.121,17.0,-4.05,5.27,1.05,11.53,4.46
2998.125,9.57,-5.83,8.79,2.41,13.48,8.36
2998.129,8.4,-7.8,14.26,3.68,16.21,10.06
2998.133,12.31,-7.76,13.87,4.24,19.73,9.23
2998.137,17.39,-5.15,12.31,4.46,18.56,6.11
2998.141,22.86,-1.15,17.39,5.07,12.31,1.76
2998.145,27.16,2.7,22.86,6.13,10.74,-2.41
2998.148,32.23,5.54,22.08,6.87,10.35,-5.56
2998.152,35.36,7.21,22.86,6.52,9.57,-7.78
2998.156,36.14,7.74,25.98,5.11,9.18,-9.43
2998.16,37.7,7.13,21.68,3.38,11.14,-10.35
2998.164,36.92,5.46,18.17,1.99,8.4,-9.6
2998.168,31.84,3.02,26.37,1.02,8.79,-6.4
2998.172,30.28,0.13,17.0,0.14,22.08,-1.14
2998.176,27.55,-3.14,15.04,-0.7,22.86,4.61
2998.18,18.95,-7.02,21.29,-1.07,26.37,9.17
2998.184,16.61,-12.02,16.21,-0.32,29.5,11.87
2998.188,9.57,-18.64,13.48,1.86,27.55,13.15
2998.191,-5.67,-27.01,20.12,5.18,24.81,14.04
2998.195,-21.29,-36.63,16.61,8.99,22.86,15.45
2998.199,-35.75,-46.39,9.96,12.63,18.17,17.85
2998.203,-49.82,-54.83,6.45,15.36,11.92,21.3
2998.207,-67.4,-60.69,1.76,16.27,9.18,25.47
2998.211,-77.56,-63.83,-8.01,14.95,6.06,29.71
2998.215,-88.11,-65.72,-19.73,12.57,0.59,33.25
2998.219,-98.66,-68.66,-27.55,11.74,-3.32,35.67
2998.223,-103.74,-73.82,-31.06,14.51,-6.45,37.1
2998.227,-117.8,-79.57,-30.67,20.13,-11.92,37.98
2998.23,-124.84,-82.08,-24.03,25.1,-15.43,38.48
2998.234,-122.1,-78.03,-25.59,25.72,-13.09,38.08
2998.238,-109.99,-67.51,-33.02,21.35,-16.61,36.0
2998.242,-95.14,-54.33,-37.7,14.97,-20.51,32.24
2998.246,-84.59,-43.76,-37.31,10.79,-22.08,27.98
2998.25,-70.92,-39.0,-39.27,10.91,-22.47,24.87
2998.254,-72.48,-39.22,-31.06,13.88,-20.51,23.69
2998.258,-75.6,-40.37,-18.95,16.33,-17.0,23.58
2998.262,-63.1,-38.46,-19.34,16.13,-13.48,22.68
2998.266,-54.9,-32.59,-21.68,14.12,-13.09,19.68
2998.27,-46.69,-25.47,-19.34,12.72,-16.61,15.06
2998.273,-35.75,-21.16,-17.0,13.05,-17.78,10.88
2998.277,-41.22,-22.11,-12.31,13.79,-18.95,9.18
2998.281,-47.47,-27.78,-11.53,12.97,-17.39,10.4
2998.285,-49.43,-35.44,-12.31,10.62,-12.31,13.04
2998.289,-54.9,-41.88,-20.9,9.15,-11.92,14.78
2998.293,-59.58,-44.7,-17.78,10.8,-9.18,14.26
2998.297,-60.37,-42.9,-6.45,15.01,-10.74,12.01
2998.301,-47.47,-37.07,1.37,18.6,-16.21,9.77
2998.305,-36.14,-29.03,-2.93,18.72,-10.74,8.7
2998.309,-30.28,-20.94,-4.49,15.38,-9.18,8.23
2998.312,-24.03,-14.48,-4.49,11.25,-13.09,6.65
2998.316,-18.17,-10.27,-12.31,9.18,-14.65,2.82
2998.32,-14.26,-7.79,-11.92,9.76,-18.95,-2.64
2998.324,-14.65,-5.65,2.15,11.07,-29.89,-7.82
2998.328,-9.18,-2.63,-6.45,10.86,-28.72,-11.03
2998.332,-5.27,1.11,-13.48,8.69,-26.76,-11.93
2998.336,-5.67,3.86,-8.79,5.81,-27.94,-11.26
2998.34,0.2,3.8,-13.48,3.24,-26.76,-9.63
2998.344,-2.93,0.8,-13.87,0.57,-22.86,-7.1
2998.348,-7.62,-3.03,-13.87,-3.28,-18.17,-3.64
2998.352,-8.79,-5.09,-23.64,-8.41,-14.26,0.26
2998.355,-12.7,-4.81,-29.11,-13.38,-9.96,3.88
2998.359,-9.57,-4.45,-31.45,-16.35,-7.62,7.08
2998.363,-13.87,-7.23,-36.92,-16.72,-9.57,10.57
2998.367,-24.03,-14.35,-30.28,-15.47,-10.35,15.11
2998.371,-36.53,-23.83,-43.17,-13.97,1.37,20.29
2998.375,-48.64,-32.35,-32.63,-12.56,0.2,24.65
2998.379,-54.9,-38.31,-29.5,-10.14,2.54,27.01
2998.383,-52.55,-42.94,-33.41,-5.34,8.01,27.73
2998.387,-56.85,-48.32,-15.43,1.69,2.54,28.5
2998.391,-65.84,-54.47,-16.21,8.53,9.18,30.76
2998.395,-71.7,-58.89,-11.14,11.96,13.09,34.26
2998.398,-78.34,-59.24,-1.76,10.9,13.48,37.06
2998.402,-67.01,-56.25,-16.61,8.09,15.43,36.87
2998.406,-61.15,-53.08,-16.21,8.13,9.18,32.74
2998.41,-59.19,-51.56,-8.79,13.01,6.84,25.71
2998.414,-58.8,-49.17,-0.2,19.29,-0.2,18.13
2998.418,-51.38,-40.56,14.26,20.36,-10.35,11.89
2998.422,-26.37,-22.59,-5.27,12.18,-1.37,7.23
2998.426,-1.37,1.83,-12.7,-2.59,-10.35,3.02
2998.43,24.81,24.59,-28.72,-15.81,-17.39,-1.82
2998.434,35.75,37.54,-31.45,-19.61,-16.21,-7.28
2998.438,44.35,37.84,-22.08,-12.07,-20.51,-12.3
2998.441,29.5,29.55,0.98,1.28,-24.03,-15.6
2998.445,20.51,20.37,11.53,11.48,-19.73,-16.34
2998.449,29.5,16.23,2.93,12.22,-17.0,-14.45
2998.453,20.12,17.88,3.71,3.74,-19.73,-10.71
2998.457,22.47,21.43,-14.65,-8.18,-13.09,-6.56
2998.461,23.64,21.8,-27.16,-16.48,-13.09,-3.45
2998.465,12.7,16.27,-32.63,-17.5,-16.21,-1.81
2998.469,-5.27,5.98,-26.76,-12.86,-19.34,-0.58
2998.473,-12.31,-5.32,-26.76,-7.48,-18.95,1.96
2998.477,-26.76,-14.09,-28.72,-5.5,-16.21,6.59
2998.48,-39.66,-19.33,-24.03,-7.35,-16.21,12.1
2998.484,-40.05,-22.75,-38.88,-9.97,-7.23,16.17
2998.488,-36.53,-26.57,-44.35,-10.07,-9.96,17.22
2998.492,-49.82,-30.93,-27.16,-7.32,-15.04,15.61
2998.496,-53.72,-33.48,-25.2,-4.47,-12.31,12.89
2998.5,-41.61,-31.8,-24.81,-4.54,-9.96,10.18
2998.504,-30.67,-25.89,-24.42,-8.13,-10.35,7.41
2998.508,-27.16,-18.32,-27.16,-13.18,-11.92,4.06
2998.512,-13.48,-12.17,-30.67,-16.73,-13.48,0.26
2998.516,-11.53,-9.08,-26.37,-16.85,-16.61,-3.0
2998.52,-10.35,-8.66,-22.86,-13.55,-17.0,-4.75
2998.523,-9.57,-9.62,-12.31,-8.37,-12.31,-4.94
2998.527,-4.88,-10.94,-6.06,-3.35,-8.4,-4.4
2998.531,-3.71,-12.16,-3.71,-0.06,-7.62,-3.96
2998.535,-2.93,-12.67,2.54,0.75,-5.27,-3.64
2998.539,-2.93,-11.42,2.93,-0.9,-4.49,-2.87
2998.543,3.32,-7.77,-5.67,-4.12,1.37,-1.29
2998.547,4.88,-3.03,4.88,-6.82,-1.37,0.56
2998.551,9.57,-0.52,-7.23,-6.2,2.15,1.55
2998.555,9.18,-3.43,-6.84,-0.34,-0.2,0.9
2998.559,-8.01,-11.83,8.01,9.64,-9.57,-0.91
2998.562,-29.11,-22.03,16.61,19.43,-13.48,-2.35
2998.566,-31.45,-28.99,6.06,24.24,-17.39,-1.95
2998.57,-39.66,-29.95,9.96,22.3,-18.95,0.5
2998.574,-38.49,-25.95,-4.88,16.1,-19.34,3.75
2998.578,-34.19,-20.49,-14.65,10.34,-20.12,6.02
2998.582,-33.41,-16.89,-15.82,8.35,-18.56,6.28
2998.586,-34.58,-16.54,-11.53,9.89,-22.47,4.98
2998.59,-33.41,-18.72,-9.18,11.86,-22.86,3.61
2998.594,-34.97,-21.59,-11.53,11.25,-20.12,3.62
2998.598,-36.14,-23.28,-14.65,7.37,-18.56,5.53
2998.602,-38.88,-22.74,-15.04,1.83,-17.0,8.86
2998.605,-30.67,-20.35,-25.2,-3.18,-8.01,12.63
2998.609,-27.94,-17.93,-24.03,-6.6,-0.2,16.1
2998.613,-22.08,-17.55,-15.43,-8.93,0.2,19.18
2998.617,-18.17,-19.93,-18.95,-11.36,10.35,22.07
2998.621,-18.95,-23.52,-22.86,-14.89,20.51,24.78
2998.625,-17.78,-25.68,-18.56,-19.86,27.16,27.09
2998.629,-20.51,-25.31,-9.18,-25.36,25.2,28.97
2998.633,-8.79,-24.46,-30.28,-28.85,35.75,30.59
2998.637,-8.79,-26.54,-25.98,-27.51,34.97,32.03
2998.641,-20.12,-32.47,-9.57,-21.1,32.23,33.02
2998.645,-24.81,-38.8,-4.49,-13.21,39.66,32.84
2998.648,-23.25,-40.51,0.98,-8.75,40.44,30.67
2998.652,-18.56,-35.84,10.74,-9.57,34.19,26.15
2998.656,-6.45,-28.43,0.98,-12.23,29.89,19.68
2998.66,-1.76,-24.18,-1.37,-10.53,21.68,12.27
2998.664,-8.4,-25.5,5.27,-1.09,7.23,4.94
2998.668,-18.95,-28.57,20.12,13.02,0.2,-1.74
2998.672,-18.56,-26.69,31.06,24.44,-5.27,-7.64
2998.676,-9.96,-16.83,34.58,27.77,-15.43,-12.66
2998.68,3.71,-3.1,25.59,24.22,-20.9,-16.37
2998.684,17.78,6.59,14.65,19.98,-22.08,-18.21
2998.688,11.53,7.4,13.09,19.98,-28.33,-17.99
2998.691,-4.49,1.7,18.56,23.39,-25.98,-16.03
2998.695,-6.06,-3.52,19.34,25.18,-25.59,-12.96
2998.699,-9.57,-3.11,17.78,21.89,-25.98,-9.53
2998.703,-1.76,2.12,1.76,15.36,-21.29,-6.54
2998.707,6.45,7.12,-4.49,10.82,-19.34,-4.82
2998.711,3.71,7.58,-0.98,11.77,-22.47,-4.77
2998.715,-15.04,3.29,8.4,17.01,-25.98,-5.89
2998.719,-11.14,-2.61,0.98,22.28,-27.55,-6.78
2998.723,-16.61,-6.46,11.53,23.96,-33.8,-6.05
2998.727,-22.86,-6.19,-2.15,21.14,-24.03,-3.44
2998.73,-13.87,-1.66,-2.15,15.06,-24.03,-0.12
2998.734,-1.37,5.78,-8.01,7.49,-17.78,2.09
2998.738,2.54,14.09,-13.48,-0.11,-18.95,2.04
2998.742,13.09,21.21,-17.39,-6.61,-18.17,-0.05
2998.746,21.68,25.55,-22.47,-10.98,-18.56,-2.83
2998.75,22.47,26.25,-18.95,-12.63,-17.0,-4.74
2998.754,26.37,23.37,-17.0,-11.81,-13.87,-4.91
2998.758,23.25,18.17,-9.18,-9.66,-9.96,-3.56
2998.762,22.08,13.01,-1.37,-7.49,-5.67,-1.93
2998.766,18.95,10.46,0.59,-6.03,-0.59,-1.55
2998.77,24.03,11.52,2.93,-5.28,2.15,-3.31
2998.773,34.97,14.6,6.45,-4.91,-0.2,-6.61
2998.777,36.14,16.44,8.01,-4.68,-3.71,-9.66
2998.781,24.81,14.62,13.87,-4.18,-6.45,-10.77
2998.785,31.06,9.63,6.06,-2.76,-3.71,-9.62
2998.789,20.9,4.77,11.53,-0.15,-1.76,-7.44
2998.793,19.73,3.61,15.43,2.53,5.27,-5.58
2998.797,29.89,6.95,19.73,3.08,8.79,-3.99
2998.801,33.8,11.72,29.5,0.33,6.06,-1.21
2998.805,40.44,13.38,13.09,-4.13,20.12,3.87
2998.809,37.31,9.79,11.92,-6.95,26.37,10.42
2998.812,29.5,3.24,18.17,-6.2,33.02,16.09
2998.816,27.16,-1.33,20.12,-3.59,38.49,19.06
2998.82,29.5,-0.54,24.03,-3.11,38.1,19.67
2998.824,29.5,4.44,23.64,-7.18,36.53,20.04
2998.828,33.02,8.42,8.01,-13.84,38.49,22.11
2998.832,35.36,6.01,-4.1,-17.96,34.58,25.99
2998.836,13.09,-4.26,-5.27,-15.72,39.27,29.91
2998.84,-8.01,-18.73,2.93,-8.18,36.14,31.92
2998.844,-26.37,-31.43,15.82,-0.27,28.72,31.49
2998.848,-28.72,-38.24,6.84,3.63,27.16,29.59
2998.852,-31.45,-38.55,-0.98,2.84,20.12,27.36
2998.855,-29.89,-33.95,-4.1,-0.48,15.82,24.99
2998.859,-29.11,-26.23,-6.45,-4.25,11.14,21.94
2998.863,-25.98,-17.1,-12.7,-7.81,3.32,18.02
2998.867,-17.78,-9.08,-15.82,-10.74,-2.93,13.91
2998.871,-4.49,-5.35,-26.76,-11.71,-8.79,10.66
2998.875,-17.39,-7.67,-22.47,-9.17,-10.35,8.63
2998.879,-27.55,-14.63,-12.7,-3.26,-12.31,7.31
2998.883,-28.72,-22.1,-12.7,3.54,-14.65,5.97
2998.887,-45.91,-25.96,-0.2,8.01,-19.73,4.46
2998.891,-38.88,-24.85,-5.67,8.7,-18.95,3.19
2998.895,-18.56,-20.77,-17.0,6.78,-20.9,2.41
2998.898,-35.75,-17.23,-0.2,4.66,-18.95,1.93
2998.902,-28.72,-16.77,-6.06,3.95,-14.26,1.41
2998.906,-18.56,-19.55,-4.1,4.62,-16.21,1.03
2998.91,-33.8,-23.43,-1.76,5.56,-16.21,1.52
2998.914,-32.23,-25.08,-6.45,5.45,-16.21,3.35
2998.918,-28.33,-21.94,-4.49,3.41,-11.53,6.06
2998.922,-17.78,-13.82,-9.18,-0.92,-4.49,8.49
2998.926,-7.62,-3.18,-8.4,-6.9,-2.15,9.72
2998.93,1.76,6.08,-5.67,-12.41,-0.59,9.64
2998.934,25.59,10.77,-20.12,-14.25,0.98,8.49
2998.938,17.78,10.54,-8.79,-10.23,2.15,6.06
2998.941,6.84,8.34,11.92,-1.6,-0.98,1.85
2998.945,17.0,8.4,12.31,7.15,-4.88,-3.87
2998.949,20.51,13.1,12.7,11.27,-12.31,-9.47
2998.953,23.64,21.36,17.78,9.25,-25.2,-12.94
2998.957,33.41,29.55,-1.37,3.98,-24.03,-13.81
2998.961,30.67,33.75,-2.93,0.66,-22.08,-13.74
2998.965,25.98,31.95,4.88,2.82,-26.76,-14.88
2998.969,24.42,25.12,4.49,9.5,-28.72,-17.74
2998.973,20.9,16.83,9.18,15.87,-33.41,-20.66
2998.977,5.27,11.37,19.34,16.87,-38.49,-21.71
2998.98,1.76,11.04,7.23,11.35,-34.97,-20.8
2998.984,10.74,14.24,-4.1,3.26,-31.84,-19.87
2998.988,13.87,16.56,-6.45,-1.48,-35.36,-20.81
2998.992,6.45,14.2,-2.54,-0.03,-36.53,-23.28
2998.996,13.87,7.03,-10.74,4.76,-39.66,-24.65
